protocol_id,submission_path,scenario_id,provider,model_family,model_display_name,contamination_tier,execution_level,seed,sample_index,evidence_tags,total_return,max_drawdown,sharpe,provider_manifest_path,provider_manifest_sha256,provider_route,manifest_model_id,manifest_model_version_or_release,row_validation_status,threshold_eligible,blocking_reasons
trellm-v0.3-protocol,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_31__sample_1.json,synthetic_calm_trend_c0_v0_3,deepseek,deepseek-v4-flash,deepseek-v4-flash (api-pinned-2026-07-02),C0,E0,31,1,stress-only;direct-api;live-provider;redacted-prompt,0.23442,0.0,32.106911,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_31__sample_1.json,sha256:e8d73f67c28ac56dfbd273921736a76692e5d3a9330292ca88f022b71692002e,direct-api,deepseek-v4-flash,api-pinned-2026-07-02,valid,true,
trellm-v0.3-protocol,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_31__sample_2.json,synthetic_calm_trend_c0_v0_3,deepseek,deepseek-v4-flash,deepseek-v4-flash (api-pinned-2026-07-02),C0,E0,31,2,stress-only;direct-api;live-provider;redacted-prompt,0.233853,0.0,31.921397,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_31__sample_2.json,sha256:10bace5f9642205d5c00ae9a955365a13efa9e76f66224907252e92f2fd5e61f,direct-api,deepseek-v4-flash,api-pinned-2026-07-02,valid,true,
trellm-v0.3-protocol,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_37__sample_0.json,synthetic_calm_trend_c0_v0_3,deepseek,deepseek-v4-flash,deepseek-v4-flash (api-pinned-2026-07-02),C0,E0,37,0,stress-only;direct-api;live-provider;redacted-prompt,0.302449,0.0,34.211903,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_37__sample_0.json,sha256:7ec0556709eb764dac0856df467d0c906b65265848b640ac90d19ba94d8fd400,direct-api,deepseek-v4-flash,api-pinned-2026-07-02,valid,true,
trellm-v0.3-protocol,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_37__sample_1.json,synthetic_calm_trend_c0_v0_3,deepseek,deepseek-v4-flash,deepseek-v4-flash (api-pinned-2026-07-02),C0,E0,37,1,stress-only;direct-api;live-provider;redacted-prompt,0.015617,-0.000105,6.704952,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_37__sample_1.json,sha256:24abc221b05809ba29e84746e07dee43d649067ac202b90db64233455f4c997c,direct-api,deepseek-v4-flash,api-pinned-2026-07-02,valid,true,
trellm-v0.3-protocol,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_37__sample_2.json,synthetic_calm_trend_c0_v0_3,deepseek,deepseek-v4-flash,deepseek-v4-flash (api-pinned-2026-07-02),C0,E0,37,2,stress-only;direct-api;live-provider;redacted-prompt,0.302449,0.0,34.211903,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_37__sample_2.json,sha256:794c0c1acff3d56a1b90f4569a9aaa8598966a73c7bf5cedaa1b5996124954f9,direct-api,deepseek-v4-flash,api-pinned-2026-07-02,valid,true,
trellm-v0.3-protocol,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_41__sample_0.json,synthetic_calm_trend_c0_v0_3,deepseek,deepseek-v4-flash,deepseek-v4-flash (api-pinned-2026-07-02),C0,E0,41,0,stress-only;direct-api;live-provider;redacted-prompt,0.191172,-0.00021,21.466366,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_41__sample_0.json,sha256:ad5bb3e8f236d3f26df65061b20228564a3eb47dca3265f8c7f578608a1d73cc,direct-api,deepseek-v4-flash,api-pinned-2026-07-02,valid,true,
trellm-v0.3-protocol,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_41__sample_1.json,synthetic_calm_trend_c0_v0_3,deepseek,deepseek-v4-flash,deepseek-v4-flash (api-pinned-2026-07-02),C0,E0,41,1,stress-only;direct-api;live-provider;redacted-prompt,0.1982,-0.00021,21.906826,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_41__sample_1.json,sha256:d09d17fb590e33ebb0eab2d2cc499a0914330c1bedba85fed3776ecfa0aa5520,direct-api,deepseek-v4-flash,api-pinned-2026-07-02,valid,true,
trellm-v0.3-protocol,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_41__sample_2.json,synthetic_calm_trend_c0_v0_3,deepseek,deepseek-v4-flash,deepseek-v4-flash (api-pinned-2026-07-02),C0,E0,41,2,stress-only;direct-api;live-provider;redacted-prompt,0.187977,-0.00021,21.042698,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_41__sample_2.json,sha256:1eb39fbde771f0d858d0044a5303fcc55ff20819943f13871b2b266b974386d1,direct-api,deepseek-v4-flash,api-pinned-2026-07-02,valid,true,
trellm-v0.3-protocol,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_43__sample_0.json,synthetic_calm_trend_c0_v0_3,deepseek,deepseek-v4-flash,deepseek-v4-flash (api-pinned-2026-07-02),C0,E0,43,0,stress-only;direct-api;live-provider;redacted-prompt,0.25984,0.0,29.604551,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_43__sample_0.json,sha256:76f09b74a5b0eff84cbe92fca001f047ebccd38a525e9c7253d26004e99aca46,direct-api,deepseek-v4-flash,api-pinned-2026-07-02,valid,true,
trellm-v0.3-protocol,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_43__sample_1.json,synthetic_calm_trend_c0_v0_3,deepseek,deepseek-v4-flash,deepseek-v4-flash (api-pinned-2026-07-02),C0,E0,43,1,stress-only;direct-api;live-provider;redacted-prompt,0.255799,0.0,28.889306,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_43__sample_1.json,sha256:a2905bc6f755f248a2d5b31975baa94029b5c4a71cabb0b76e4b590e3f107fa8,direct-api,deepseek-v4-flash,api-pinned-2026-07-02,valid,true,
trellm-v0.3-protocol,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_43__sample_2.json,synthetic_calm_trend_c0_v0_3,deepseek,deepseek-v4-flash,deepseek-v4-flash (api-pinned-2026-07-02),C0,E0,43,2,stress-only;direct-api;live-provider;redacted-prompt,0.255782,0.0,28.886719,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_43__sample_2.json,sha256:26bd537b5b9c60f6c54eef8648e0862f898af8c349e37b99789a394fa3e7cab1,direct-api,deepseek-v4-flash,api-pinned-2026-07-02,valid,true,
trellm-v0.3-protocol,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_47__sample_0.json,synthetic_calm_trend_c0_v0_3,deepseek,deepseek-v4-flash,deepseek-v4-flash (api-pinned-2026-07-02),C0,E0,47,0,stress-only;direct-api;live-provider;redacted-prompt,0.237561,0.0,27.840713,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_47__sample_0.json,sha256:2b26372da3d00e14e5406cdbe34b0d2a0a1cc147f614678a9933273d27eb8cd7,direct-api,deepseek-v4-flash,api-pinned-2026-07-02,valid,true,
trellm-v0.3-protocol,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_47__sample_1.json,synthetic_calm_trend_c0_v0_3,deepseek,deepseek-v4-flash,deepseek-v4-flash (api-pinned-2026-07-02),C0,E0,47,1,stress-only;direct-api;live-provider;redacted-prompt,0.237389,0.0,27.84522,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_47__sample_1.json,sha256:050bee12b70855ef75da0ee42e7dc82b6cbf3bbb628eb1e3e45947222f61567e,direct-api,deepseek-v4-flash,api-pinned-2026-07-02,valid,true,
trellm-v0.3-protocol,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_47__sample_2.json,synthetic_calm_trend_c0_v0_3,deepseek,deepseek-v4-flash,deepseek-v4-flash (api-pinned-2026-07-02),C0,E0,47,2,stress-only;direct-api;live-provider;redacted-prompt,0.236791,0.0,27.632045,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_47__sample_2.json,sha256:9f9b3ec5c3987457a4249cfcf73559d5b9a47d2b30208ff4e51b8d091ff43410,direct-api,deepseek-v4-flash,api-pinned-2026-07-02,valid,true,
trellm-v0.3-protocol,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_53__sample_0.json,synthetic_calm_trend_c0_v0_3,deepseek,deepseek-v4-flash,deepseek-v4-flash (api-pinned-2026-07-02),C0,E0,53,0,stress-only;direct-api;live-provider;redacted-prompt,0.183479,-0.001149,18.651449,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_53__sample_0.json,sha256:67e11d38804934d98e553db17119bb623bcb0e67abf6eee16120c6ac47d42b42,direct-api,deepseek-v4-flash,api-pinned-2026-07-02,valid,true,
trellm-v0.3-protocol,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_53__sample_1.json,synthetic_calm_trend_c0_v0_3,deepseek,deepseek-v4-flash,deepseek-v4-flash (api-pinned-2026-07-02),C0,E0,53,1,stress-only;direct-api;live-provider;redacted-prompt,0.169997,-0.001149,22.557035,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_53__sample_1.json,sha256:2ee9a4bdc4f4d5e4fadb5c6d267e7feb563720af8798ad989af51d3a20bba614,direct-api,deepseek-v4-flash,api-pinned-2026-07-02,valid,true,
trellm-v0.3-protocol,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_53__sample_2.json,synthetic_calm_trend_c0_v0_3,deepseek,deepseek-v4-flash,deepseek-v4-flash (api-pinned-2026-07-02),C0,E0,53,2,stress-only;direct-api;live-provider;redacted-prompt,0.203857,-0.001149,22.41327,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_53__sample_2.json,sha256:80ec81074a030e2eaa1dd66bfcbaf9c8aa7c1d8125cf8f976bb8364daa4ce892,direct-api,deepseek-v4-flash,api-pinned-2026-07-02,valid,true,
trellm-v0.3-protocol,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_7__sample_0.json,synthetic_calm_trend_c0_v0_3,deepseek,deepseek-v4-flash,deepseek-v4-flash (api-pinned-2026-07-02),C0,E0,7,0,stress-only;direct-api;live-provider;redacted-prompt,0.109043,-0.00021,13.146196,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_7__sample_0.json,sha256:496075e7ad8b59b858025063064fa4807431510de6e5e180f3e957072af22434,direct-api,deepseek-v4-flash,api-pinned-2026-07-02,valid,true,
trellm-v0.3-protocol,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_7__sample_1.json,synthetic_calm_trend_c0_v0_3,deepseek,deepseek-v4-flash,deepseek-v4-flash (api-pinned-2026-07-02),C0,E0,7,1,stress-only;direct-api;live-provider;redacted-prompt,0.123272,-0.000207,15.0719,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_7__sample_1.json,sha256:8c4cd04213d9cca1bb4f2e9fccf5e6982d6db6aebca675fb0e2a6c982b39d27c,direct-api,deepseek-v4-flash,api-pinned-2026-07-02,valid,true,
trellm-v0.3-protocol,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_7__sample_2.json,synthetic_calm_trend_c0_v0_3,deepseek,deepseek-v4-flash,deepseek-v4-flash (api-pinned-2026-07-02),C0,E0,7,2,stress-only;direct-api;live-provider;redacted-prompt,0.202194,0.0,28.229227,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_7__sample_2.json,sha256:f519f150301fe34be96c5c7fc8206ba21de24138efa1d2512b7a56dd3e0a4bc2,direct-api,deepseek-v4-flash,api-pinned-2026-07-02,valid,true,
trellm-v0.3-protocol,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e1__seed_11__sample_0.json,synthetic_calm_trend_c0_v0_3,deepseek,deepseek-v4-flash,deepseek-v4-flash (api-pinned-2026-07-02),C0,E1,11,0,stress-only;direct-api;live-provider;redacted-prompt,0.23735,-0.001319,19.682396,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e1__seed_11__sample_0.json,sha256:28f977852996e02f5bb6c5799368767a22da3f40c1edbe3c410354f45962401e,direct-api,deepseek-v4-flash,api-pinned-2026-07-02,valid,true,
trellm-v0.3-protocol,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e1__seed_11__sample_1.json,synthetic_calm_trend_c0_v0_3,deepseek,deepseek-v4-flash,deepseek-v4-flash (api-pinned-2026-07-02),C0,E1,11,1,stress-only;direct-api;live-provider;redacted-prompt,0.004326,-0.001024,3.654795,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e1__seed_11__sample_1.json,sha256:c5c2c64d6de77d400b953b4ef1181af506dc383841f97e705323d4a578deb129,direct-api,deepseek-v4-flash,api-pinned-2026-07-02,valid,true,
trellm-v0.3-protocol,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e1__seed_11__sample_2.json,synthetic_calm_trend_c0_v0_3,deepseek,deepseek-v4-flash,deepseek-v4-flash (api-pinned-2026-07-02),C0,E1,11,2,stress-only;direct-api;live-provider;redacted-prompt,0.257974,-0.001038,21.592169,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e1__seed_11__sample_2.json,sha256:f63b3a826ca4af2ebe3eb922ea409163f86293b25a8656881d71df6261f30893,direct-api,deepseek-v4-flash,api-pinned-2026-07-02,valid,true,
trellm-v0.3-protocol,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e1__seed_17__sample_0.json,synthetic_calm_trend_c0_v0_3,deepseek,deepseek-v4-flash,deepseek-v4-flash (api-pinned-2026-07-02),C0,E1,17,0,stress-only;direct-api;live-provider;redacted-prompt,0.217614,-0.001113,16.865513,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e1__seed_17__sample_0.json,sha256:ee2e5eaf2c4b5db97708276839e60c059a2413e5f3127d79e62abffa2f9aae11,direct-api,deepseek-v4-flash,api-pinned-2026-07-02,valid,true,
trellm-v0.3-protocol,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e1__seed_17__sample_1.json,synthetic_calm_trend_c0_v0_3,deepseek,deepseek-v4-flash,deepseek-v4-flash (api-pinned-2026-07-02),C0,E1,17,1,stress-only;direct-api;live-provider;redacted-prompt,0.214346,-0.001113,17.254979,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e1__seed_17__sample_1.json,sha256:4bad16be60a941607bc5780cbacbc47e52afb1782d4c3d6f8de3f82c28484a15,direct-api,deepseek-v4-flash,api-pinned-2026-07-02,valid,true,
trellm-v0.3-protocol,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e1__seed_17__sample_2.json,synthetic_calm_trend_c0_v0_3,deepseek,deepseek-v4-flash,deepseek-v4-flash (api-pinned-2026-07-02),C0,E1,17,2,stress-only;direct-api;live-provider;redacted-prompt,0.216699,-0.001113,17.132921,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e1__seed_17__sample_2.json,sha256:43d5754775168ccf7f976d4f52249140bdf9e1393a5c677e28b0954960108c0f,direct-api,deepseek-v4-flash,api-pinned-2026-07-02,valid,true,
trellm-v0.3-protocol,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e1__seed_23__sample_0.json,synthetic_calm_trend_c0_v0_3,deepseek,deepseek-v4-flash,deepseek-v4-flash (api-pinned-2026-07-02),C0,E1,23,0,stress-only;direct-api;live-provider;redacted-prompt,0.235347,-0.00111,18.859006,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e1__seed_23__sample_0.json,sha256:e5b35f2ebf367df984738c5bbc3b75634fc5a5f00709170729e6438ed6dda1d0,direct-api,deepseek-v4-flash,api-pinned-2026-07-02,valid,true,
trellm-v0.3-protocol,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e1__seed_23__sample_1.json,synthetic_calm_trend_c0_v0_3,deepseek,deepseek-v4-flash,deepseek-v4-flash (api-pinned-2026-07-02),C0,E1,23,1,stress-only;direct-api;live-provider;redacted-prompt,0.248364,-0.00101,19.921205,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e1__seed_23__sample_1.json,sha256:c7598bc6b1a55cbff7266611addb33d95d88473ffc91bc46e8b9731e5192d4ae,direct-api,deepseek-v4-flash,api-pinned-2026-07-02,valid,true,
