protocol_id,plan_id,provider,model_id,model_version_or_release,api_endpoint_family,credential_env_var,credential_env_var_present,scenario_id,contamination_tier,execution_level,seed,sample_index,prompt_template_id,prompt_version,temperature,top_p,max_tokens,expected_provider_manifest_path,expected_submission_path,claim_scope
trellm-v0.3-protocol,deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_23__sample_1,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,chat_completions,DEEPSEEK_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,23,1,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_23__sample_1.json,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_23__sample_1.json,Pre-registered direct API matrix call plan. This row is not evidence until a hash-only provider manifest and benchmark submission are generated.
trellm-v0.3-protocol,deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_23__sample_2,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,chat_completions,DEEPSEEK_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,23,2,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_23__sample_2.json,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_23__sample_2.json,Pre-registered direct API matrix call plan. This row is not evidence until a hash-only provider manifest and benchmark submission are generated.
trellm-v0.3-protocol,deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_31__sample_0,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,chat_completions,DEEPSEEK_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,31,0,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_31__sample_0.json,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_31__sample_0.json,Pre-registered direct API matrix call plan. This row is not evidence until a hash-only provider manifest and benchmark submission are generated.
trellm-v0.3-protocol,deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_31__sample_1,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,chat_completions,DEEPSEEK_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,31,1,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_31__sample_1.json,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_31__sample_1.json,Pre-registered direct API matrix call plan. This row is not evidence until a hash-only provider manifest and benchmark submission are generated.
trellm-v0.3-protocol,deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_31__sample_2,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,chat_completions,DEEPSEEK_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,31,2,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_31__sample_2.json,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_31__sample_2.json,Pre-registered direct API matrix call plan. This row is not evidence until a hash-only provider manifest and benchmark submission are generated.
trellm-v0.3-protocol,deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_37__sample_0,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,chat_completions,DEEPSEEK_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,37,0,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_37__sample_0.json,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_37__sample_0.json,Pre-registered direct API matrix call plan. This row is not evidence until a hash-only provider manifest and benchmark submission are generated.
trellm-v0.3-protocol,deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_37__sample_1,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,chat_completions,DEEPSEEK_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,37,1,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_37__sample_1.json,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_37__sample_1.json,Pre-registered direct API matrix call plan. This row is not evidence until a hash-only provider manifest and benchmark submission are generated.
trellm-v0.3-protocol,deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_37__sample_2,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,chat_completions,DEEPSEEK_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,37,2,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_37__sample_2.json,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_37__sample_2.json,Pre-registered direct API matrix call plan. This row is not evidence until a hash-only provider manifest and benchmark submission are generated.
trellm-v0.3-protocol,deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_41__sample_0,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,chat_completions,DEEPSEEK_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,41,0,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_41__sample_0.json,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_41__sample_0.json,Pre-registered direct API matrix call plan. This row is not evidence until a hash-only provider manifest and benchmark submission are generated.
trellm-v0.3-protocol,deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_41__sample_1,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,chat_completions,DEEPSEEK_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,41,1,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_41__sample_1.json,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_41__sample_1.json,Pre-registered direct API matrix call plan. This row is not evidence until a hash-only provider manifest and benchmark submission are generated.
trellm-v0.3-protocol,deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_41__sample_2,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,chat_completions,DEEPSEEK_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,41,2,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_41__sample_2.json,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_41__sample_2.json,Pre-registered direct API matrix call plan. This row is not evidence until a hash-only provider manifest and benchmark submission are generated.
trellm-v0.3-protocol,deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_43__sample_0,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,chat_completions,DEEPSEEK_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,43,0,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_43__sample_0.json,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_43__sample_0.json,Pre-registered direct API matrix call plan. This row is not evidence until a hash-only provider manifest and benchmark submission are generated.
trellm-v0.3-protocol,deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_43__sample_1,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,chat_completions,DEEPSEEK_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,43,1,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_43__sample_1.json,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_43__sample_1.json,Pre-registered direct API matrix call plan. This row is not evidence until a hash-only provider manifest and benchmark submission are generated.
trellm-v0.3-protocol,deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_43__sample_2,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,chat_completions,DEEPSEEK_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,43,2,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_43__sample_2.json,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_43__sample_2.json,Pre-registered direct API matrix call plan. This row is not evidence until a hash-only provider manifest and benchmark submission are generated.
trellm-v0.3-protocol,deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_47__sample_0,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,chat_completions,DEEPSEEK_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,47,0,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_47__sample_0.json,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_47__sample_0.json,Pre-registered direct API matrix call plan. This row is not evidence until a hash-only provider manifest and benchmark submission are generated.
trellm-v0.3-protocol,deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_47__sample_1,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,chat_completions,DEEPSEEK_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,47,1,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_47__sample_1.json,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_47__sample_1.json,Pre-registered direct API matrix call plan. This row is not evidence until a hash-only provider manifest and benchmark submission are generated.
trellm-v0.3-protocol,deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_47__sample_2,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,chat_completions,DEEPSEEK_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,47,2,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_47__sample_2.json,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_47__sample_2.json,Pre-registered direct API matrix call plan. This row is not evidence until a hash-only provider manifest and benchmark submission are generated.
trellm-v0.3-protocol,deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_53__sample_0,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,chat_completions,DEEPSEEK_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,53,0,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_53__sample_0.json,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_53__sample_0.json,Pre-registered direct API matrix call plan. This row is not evidence until a hash-only provider manifest and benchmark submission are generated.
trellm-v0.3-protocol,deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_53__sample_1,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,chat_completions,DEEPSEEK_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,53,1,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_53__sample_1.json,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_53__sample_1.json,Pre-registered direct API matrix call plan. This row is not evidence until a hash-only provider manifest and benchmark submission are generated.
trellm-v0.3-protocol,deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_53__sample_2,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,chat_completions,DEEPSEEK_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,53,2,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_53__sample_2.json,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_pro__synthetic_calm_trend_c0_v0_3__c0__e1__seed_53__sample_2.json,Pre-registered direct API matrix call plan. This row is not evidence until a hash-only provider manifest and benchmark submission are generated.
trellm-v0.3-protocol,deepseek__deepseek_v4_pro__synthetic_high_volatility_c0_v0_3__c0__e1__seed_7__sample_0,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,chat_completions,DEEPSEEK_API_KEY,false,synthetic_high_volatility_c0_v0_3,C0,E1,7,0,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_pro__synthetic_high_volatility_c0_v0_3__c0__e1__seed_7__sample_0.json,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_pro__synthetic_high_volatility_c0_v0_3__c0__e1__seed_7__sample_0.json,Pre-registered direct API matrix call plan. This row is not evidence until a hash-only provider manifest and benchmark submission are generated.
trellm-v0.3-protocol,deepseek__deepseek_v4_pro__synthetic_high_volatility_c0_v0_3__c0__e1__seed_7__sample_1,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,chat_completions,DEEPSEEK_API_KEY,false,synthetic_high_volatility_c0_v0_3,C0,E1,7,1,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_pro__synthetic_high_volatility_c0_v0_3__c0__e1__seed_7__sample_1.json,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_pro__synthetic_high_volatility_c0_v0_3__c0__e1__seed_7__sample_1.json,Pre-registered direct API matrix call plan. This row is not evidence until a hash-only provider manifest and benchmark submission are generated.
trellm-v0.3-protocol,deepseek__deepseek_v4_pro__synthetic_high_volatility_c0_v0_3__c0__e1__seed_7__sample_2,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,chat_completions,DEEPSEEK_API_KEY,false,synthetic_high_volatility_c0_v0_3,C0,E1,7,2,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_pro__synthetic_high_volatility_c0_v0_3__c0__e1__seed_7__sample_2.json,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_pro__synthetic_high_volatility_c0_v0_3__c0__e1__seed_7__sample_2.json,Pre-registered direct API matrix call plan. This row is not evidence until a hash-only provider manifest and benchmark submission are generated.
trellm-v0.3-protocol,deepseek__deepseek_v4_pro__synthetic_high_volatility_c0_v0_3__c0__e1__seed_11__sample_0,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,chat_completions,DEEPSEEK_API_KEY,false,synthetic_high_volatility_c0_v0_3,C0,E1,11,0,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_pro__synthetic_high_volatility_c0_v0_3__c0__e1__seed_11__sample_0.json,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_pro__synthetic_high_volatility_c0_v0_3__c0__e1__seed_11__sample_0.json,Pre-registered direct API matrix call plan. This row is not evidence until a hash-only provider manifest and benchmark submission are generated.
trellm-v0.3-protocol,deepseek__deepseek_v4_pro__synthetic_high_volatility_c0_v0_3__c0__e1__seed_11__sample_1,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,chat_completions,DEEPSEEK_API_KEY,false,synthetic_high_volatility_c0_v0_3,C0,E1,11,1,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_pro__synthetic_high_volatility_c0_v0_3__c0__e1__seed_11__sample_1.json,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_pro__synthetic_high_volatility_c0_v0_3__c0__e1__seed_11__sample_1.json,Pre-registered direct API matrix call plan. This row is not evidence until a hash-only provider manifest and benchmark submission are generated.
trellm-v0.3-protocol,deepseek__deepseek_v4_pro__synthetic_high_volatility_c0_v0_3__c0__e1__seed_11__sample_2,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,chat_completions,DEEPSEEK_API_KEY,false,synthetic_high_volatility_c0_v0_3,C0,E1,11,2,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,outputs/v0_3_direct_api_matrix/provider_manifests/deepseek__deepseek_v4_pro__synthetic_high_volatility_c0_v0_3__c0__e1__seed_11__sample_2.json,outputs/v0_3_direct_api_matrix/submissions/deepseek__deepseek_v4_pro__synthetic_high_volatility_c0_v0_3__c0__e1__seed_11__sample_2.json,Pre-registered direct API matrix call plan. This row is not evidence until a hash-only provider manifest and benchmark submission are generated.
