mode,agent,provider,model,api_model,dose,seed,sample,step,prompt_sha256,response_sha256,cache_created_at_utc,collected_before_confirmatory_freeze
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,1,2,5,2ff8958e01869107fe697edbfb8fa3b525a5512398ac859b06f9d4d1eef5cf56,1064913162b823f39c5d77512107f1a92ee2412f8c6fb3958d36c0ca5bee4a6b,2026-06-12T13:08:16Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,1,2,6,39f157b656ca49ad23a3001c3383884e950d8954b3868a3b9652474209f8c28c,d76dbb75ee7479803eb655f7df1a33dc7d63308165f165a686736daadc38fd72,2026-06-12T13:08:20Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,1,2,7,d151978812b1cc7e6794357c3da4da5be0e2d9b67b50c2356820584eca9c1d9d,faa557cfb24c0ef20501586599bce3e28eb9c3f5f7e09003f14f747aa7eebca2,2026-06-12T13:08:25Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,1,2,8,5c8b609dc0cc2f8f3b894657187de3b8576bff87bbe232fab5749c565a43e9bf,2f267748f5dd12f07b45650c100ed81ecbfdbfc920cf970d6f25d88f461c575d,2026-06-12T13:08:31Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,1,2,9,d850cf6367f34d3ec12bbe1bab19463822920cf8908d6a709d458bba7eabe025,9ab84ebfb112f4f92bc58846b12dc660abef3808f6fdb34620b9cb377f500b44,2026-06-12T13:08:35Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,1,2,10,35d17ee4ac94451b0ddf972a2b77887278baa3d21bf53620621c6d3938868854,d16cdc90fe7798ad8d2c2aae9c1fb8edad2382358ea23e5ee6726dc25004c80d,2026-06-12T13:08:42Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,1,2,11,34e8af92815320a3bbf6b1a172369007bf7410f45eff9a6e7d92afdb82fc80f7,b89a6775a277c98183900d6349d3f689377a765f0b9b3ce81ec548bd989a23bc,2026-06-12T13:08:49Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,1,2,12,e4a8634ce6724475097aa4f2382afec3b8656f7beca2d0ba53ac58f16e21728b,e528478b602cdb34cf4aaf4cd1ab6734e90710a3d1f1e88136451daf1c2de919,2026-06-12T13:08:53Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,1,2,13,dfd7f74e9971ba01c6fab535d9d8b00795b954655a2746332c0bbbb3300bc622,bac27dbd662b790c23e4346a2d0743bbbaeb45e25cc155e87cdc490485390683,2026-06-24T05:37:53Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,1,2,14,fcf15804cc10b1896188eaca9a49c315e1e9b1436658b62f77207aa36ea21ca9,4872cfa527ff62b5ebb7b465b129cc0080df209589ae5ba720bbc28e0eb3e22c,2026-06-24T05:37:57Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,1,2,15,7c6f999f21df6cad9d954d0c601b0726365752ffcf1156c7a26a9b51e8d69d3b,5d68a83b82d9659a7b81e3e542ab09276973fd8d29d63853f436443001d39fd8,2026-06-24T05:38:02Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,1,2,16,32614d13d7a7852b3b94d99f6348420510e486db3e4468f388d1468f0ab3eaa9,d3be7c75e2c32261665c109b4fd37037f0563016d1343d69517a92c47dfcc9fe,2026-06-24T05:38:06Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,1,2,17,6a0b53f07310400f07efa44e652214a70dc91902cd57ee8791e3e499c9328c1f,80e44e73541b04b85bc1804315ec4b45ce32bd0e1744082b358f137cc98ab195,2026-06-24T05:38:10Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,1,2,18,5096065d5eae976b2511bf5e8a190fe76d14791c74065e279dc8bb0d1f49703d,836b3e5f4745f38290e1eefc0567ea3e76e7fdaa6294d5ff39f4ce2b2902825a,2026-06-24T05:38:15Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,1,2,19,98a32635686a7468523ca87495cd479175daaa21b7c85d03ed95068a32a0d30b,486918c8d4256e07845a3b1121a3fd5604e5c2e04c27208fda64b2be1108b65b,2026-06-24T05:38:19Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,1,2,20,836758ed618b85d9fe449cc4051a47dfc7a20bf819c3c921c35301911f7fe3ef,699c524799107e389dc581818b5ebd7c8303552c2c0595a1312456d96e23355f,2026-06-24T05:38:23Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,1,2,21,e9cfacb131f94167d535fbc5f1cd3fc3461ba33370d044c03b6b6096bf55689b,739dff79f98705b090fb1ca7e4d7126c753b8ee74ccc7555cdee0f3f9dd875e9,2026-06-24T05:38:28Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,1,2,22,3fd683e7795d860edc888677fae24aa826cc21b05e55f0dd5644b0c9ab22895b,89f8f06b1b6bedd2cd4456e79f72427a810c51ccd0f4614ac10d19df26f8047f,2026-06-24T05:38:33Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,1,2,23,c1f8c2f3f5045fdf19e6c904d65881ad6364c2323a1710cf7fe4afeefdf55cae,69a379bf1eb07d715c253d4292c470de54b24b48c30ce082dbda178260e1ee97,2026-06-24T05:38:37Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,1,2,24,9cface9da665dcb8178d6a8c4fd2cd5757b286fd338d739b3ad518a10e48e809,5b68dab6077f11b7885c9dcca405018df15691456cb048a6d85f7b0020f68e82,2026-06-24T05:38:41Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,2,0,1,af3c08997957602ab79e8c3f82ac5b11cc5c593bcf98aaefaad8b1b5fd601f22,c85bdd03dedde4bee5a982aadcc31b9ea862fa4f8d137af2059ae78393604aa6,2026-06-12T08:26:54Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,2,0,2,8c0937078e7b88b8ae8049bcc9a0ed03cc6ca3d01d781915b4877ee56e65ab52,a93b27c49b88fc4214000f7b2bc3c08604c5d7af2eb202f17ff995ae72113646,2026-06-12T13:08:57Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,2,0,3,4cfa04ea77c5767d19c968bd19fccf7aebf1ebe8a2c4caa7442772fcbb41e5e0,c5a01b9b3db6e7ac3f5aa0095e6f5c6f5b64678a528991aac301121a54ed84fe,2026-06-12T13:09:01Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,2,0,4,d2c854815868a89cb986510256e716bd8f0f1c85b214954b561adb271775971f,320e173bb95abaf9b462aa87a793fea3e3efb0d46d7f71bbc74659ae48f4d90e,2026-06-12T13:09:07Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,2,0,5,87f42c0dbf7b2b46a33dcfc83bc1eac582f4b3d79a53bc722b4578ab5d14219f,8c0e451f29972e5b84f3c80100ff5ac302a8b927339fe3d99986c988603e2c5c,2026-06-12T13:09:12Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,2,0,6,265c73bd719ca82efb1a9562801a4fc71d22564d70a5c7c972d526c38b60de52,4fbc9742e528708bf223f4cae00fa1b0fb4e9f486f3da0b49dbd839adfb56f7f,2026-06-12T13:09:17Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,2,0,7,91795e416595dd4dd3bc584efebb9a3ca72e27357ca765807d170159a4028985,3064632d17c412095bdb12f5134a726cf2c4bf602afb47956816c3f9e0371667,2026-06-12T13:09:22Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,2,0,8,70be7ea0e71a59484f38adcca5b1261b71e269473803284a4b5aa790fa5fcf04,99984cba40e7dd80189af8650475decafb9aed56d76e44705bcfdb2598d21377,2026-06-12T13:09:27Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,2,0,9,ebe3074156691e17c03e8af17733123079e9bfb4d5766846892dd9ae24488828,d05dbfdbcc7d098e0ff1797aca6f68f2fc2355580bf1128e89a2297dedf3440e,2026-06-12T13:09:32Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,2,0,10,036991917922301287da833fd4a677b7671b2d0a5742bbc164448ffe59f8f752,064cef3c2aa19052238a57150d33b2d33285642c95210565943b7e8df7deff26,2026-06-12T13:09:36Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,2,0,11,031b5c98b89c4ff0dbeea3463d6a5a52f6208abfde2d608a2a16e04534d082c1,e7da75f761f78e4cdd5829d8d12162326a9c8de276ad9267d81b8fc98fcdf04b,2026-06-12T13:09:40Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,2,0,12,0430cf4838ab03d37a6cffad3209e321cc91ffa9adc6a06615b8c27d772b87ff,2fd5624f9d9bd5b8f818de779cc16ca99b7a2c393998ea584ac67809e27ea037,2026-06-12T13:09:46Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,2,0,13,68ba3064d73f77ab42a1f14efef75ea12775a2b42e00cabb3771c593986733a1,3ac7c002a8988ad00fa0dd0cd805e45250b2202617b375fb51c08ea8edab70c4,2026-06-24T05:38:45Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,2,0,14,a71f78d207c3f768b85d09eca78c1a191f40a976e61602da375f495638993211,579fffbe02a3eff60c9e2d9efa194db93548895950f99928f3511c009627e400,2026-06-24T05:38:49Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,2,0,15,e088ebef11b016a5a12b77b151cb8c409f5d8ad63bf957e4fc84df610825712e,42def4e342068f67d4c7f79ae4cbb774e2dc63db0a8127f5d64961980e50c81f,2026-06-24T05:38:55Z,True
