protocol_id,base_key_sha256,provider,model_id,model_version_or_release,scenario_id,contamination_tier,seed,sample_index,first_prompt_equal,first_response_hash_equal,first_parsed_response_equal,first_parsed_response_divergence_step,full_response_path_equal,full_parsed_response_path_equal
trellm-v0.3-protocol,sha256:06d52f7a3cbd61d29457d1237f8bbf8cae779f8326c82a2d132d6ba87106c183,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,17,2,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:075fa1a26630d3ae2db5c517fabdca4837e8b50c64046dfb8854d8f55c450969,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,31,1,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:07c4ca8cd6b43bd5cab0996fb5883d9aa7317cf41cab0ab6da430d64d56c5608,glm,glm-5.2,api-pinned-2026-07-06,synthetic_jump_tail_c0_v0_3,C0,11,2,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:07e196e513c11baacc47e14c07ece07b756fd668040275b7180d6508a7c6dcb6,glm,glm-5,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,53,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:082d7d8c462ce68e3d3ddb72dbc929b1d08861b4160ec4450fe6fc7a81d54f55,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_calm_trend_c0_v0_3,C0,41,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:08327ff0dd30e39b353415a71ddc14e7d6e312b378f5e370ed79f7fa48e5f48a,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_high_volatility_c0_v0_3,C0,11,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:089a287dcd088f000bdcbb87643ca4376db17f5a9b7ea14e02e922d082d2b8ad,glm,glm-5.2,api-pinned-2026-07-06,synthetic_high_volatility_c0_v0_3,C0,11,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:098d347b8f4e7694bf194b0a2f01cc7c79287191129faa2464f4c2570b16bf64,glm,glm-5,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,43,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:0a14bff34c476003f2dbaf230b083f701999615e234c4d80bb015745579fd728,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_jump_tail_c0_v0_3,C0,17,1,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:0a7e1b58e3f5070cf8e190fb3080729c3dfc2e796d7a35dbb5f3aa19f3af4237,glm,glm-5.2,api-pinned-2026-07-06,synthetic_high_volatility_c0_v0_3,C0,37,2,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:0a81aea228f492bf12dbceb2c7730a6319cadd3b9fdd5d678ecea6b6acbd0cf3,glm,glm-5.2,api-pinned-2026-07-06,synthetic_high_volatility_c0_v0_3,C0,41,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:0a96a00f3ad7e111b30383c11130de55c9baf168b63ed79522f18f3a8805dcd2,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_jump_tail_c0_v0_3,C0,23,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:0ae7ceff44ce88b7402bf6ac5b1962dd613093752bfdf693f1ccccfc24e0fb3f,glm,glm-5,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,31,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:0b5c043507345020846cb98a47d0d156d1caa8ef77c84591ef59b359e417b4fb,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,11,0,True,False,True,-1,False,True
trellm-v0.3-protocol,sha256:0ba61a843793294bd4ce0f426eb66d62db2c39bce7b6c444a5df4125bf5ada22,glm,glm-5.2,api-pinned-2026-07-06,synthetic_high_volatility_c0_v0_3,C0,17,0,True,False,True,1,False,False
trellm-v0.3-protocol,sha256:0be7b9dff61be9020e05a4f601d7221682af62ce4df7071302776fcaed285a36,glm,glm-5,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,53,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:0c6a10fe1f56a020eb98f6bd06339f689f86722c61b8e723e67a21764ed2f78d,glm,glm-5.2,api-pinned-2026-07-06,synthetic_calm_trend_c0_v0_3,C0,23,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:0cfe6bee91f6fc7b17aa09ec296c8fe8ec0d979ed456dc91d8cce9a92a446ad3,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_calm_trend_c0_v0_3,C0,11,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:0cff48cd34d060f5e99466528d8f6cf912e0ccc9ea4c69b143cb230ebbab7a73,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,23,1,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:0d324acacd9863cec352363683519a11c1e80020487ff7f54ef295102946b466,glm,glm-5,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,17,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:0f6ca401fff040754c7845e8dafda3f904f1061d26395f00c5f1224dfc8da330,glm,glm-5,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,11,0,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:0f7db30107c7ba3d3a17593e0729206c56d7341197d930f32d51e41f64fa09e0,glm,glm-5.2,api-pinned-2026-07-06,synthetic_high_volatility_c0_v0_3,C0,37,1,True,False,True,1,False,False
trellm-v0.3-protocol,sha256:0fc856de88269908097525b94e6ed20f8ca2a18da5b52d1379aa50f1555f6686,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,17,2,True,True,True,-1,True,True
trellm-v0.3-protocol,sha256:10579ade86c0f640b0e2d206b4b8157eccf3ab23e709dc2e835866077d79da9e,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,31,1,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:12d28966333f54b37c2e0a4601a451da124825ec8e54ff16d9ad73e6a2956355,glm,glm-5,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,7,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:13683907c5081a0663b8088334c90f588ea683993df56b562e732afc2df56900,glm,glm-5,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,43,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:14efe3ca78c6706c83c62e63657b1894f71ba0ed9ee7eee57a42bcb0088354ed,glm,glm-5,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,43,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:15067135941bc3263cac3c35c172e39386a8dda08b7ad006e737f140b4127c82,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,37,1,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:15bb88ef1419961ce94e6a6ef6bc510ba51183d059143cade6b55634df653fcb,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,17,1,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:15f0d974ebdc96c1c52ce9518f84da9611803824e7b8e2a694122146dad80522,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,11,2,True,False,True,7,False,False
trellm-v0.3-protocol,sha256:16c78e57ef9aa8946429100481973216016d6ae3868e954de196e14877ca4684,glm,glm-5,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,37,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:17e502b50f488633846f47c444989cd9d9ff1fdcd5e6919f84201d50a360dcf4,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,7,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:18ad02ddf261d3c2f1c0eef466b0ebc8f3b09dc19e33effffe2e7f8f4b66c043,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_high_volatility_c0_v0_3,C0,31,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:18ad16e21506df90a573c43daad7d891e081541ffdc6951a0218982a09a286af,glm,glm-5,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,7,2,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:19826fd6038bf8fc49626c354a39014456e33a6fcc15901ee344356e8f06e34e,glm,glm-5.2,api-pinned-2026-07-06,synthetic_jump_tail_c0_v0_3,C0,17,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:1ad33f4a6b289cbbfb1badb648f2f732d00187b29c8fcf3a11661121001956a2,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,23,0,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:1be4332fc44316e6f7daaba27ea93224cdb05bf523a3012fe8d682c639508559,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,37,0,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:1c13a63638265151f4d5813965e9abf1d256f778242fa31f45db027fae121b63,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_high_volatility_c0_v0_3,C0,7,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:1ceb07489be12d8385e6efa7616fa57144a7aa5fde369e71c05d0388d57e0826,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_calm_trend_c0_v0_3,C0,41,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:1cf0401e27a53bcbf896d83dcf506306182c813c51e9ab303da36a8b67c2078c,glm,glm-5.2,api-pinned-2026-07-06,synthetic_high_volatility_c0_v0_3,C0,23,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:1d08a4436460cdf7c2f1211ddd4d2cc6b4baa753d703b8a841d5c65046506ca7,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,7,1,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:1d13c77cadf48714865fa3a24c1dd83dd565d29d642328a970d7e200b24aed96,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,41,1,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:1d51b4f82e43626e57de01223e63ad37e9f196475b3b8cc035e0b51960cb5e03,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,23,2,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:1d588e99741d9f802d2f2bbf9df7b0402e5473cf624ab7cae00bf88db1252c4a,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_jump_tail_c0_v0_3,C0,43,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:1da7381a19280a0d741e33c49bd0caea46e27d34450df758f249317555d7de12,glm,glm-5.2,api-pinned-2026-07-06,synthetic_calm_trend_c0_v0_3,C0,11,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:1dc03ace51d514ef8a5de1c68e5ebee8c7e94359e51ac787b7faa0c1913d88fc,glm,glm-5.2,api-pinned-2026-07-06,synthetic_calm_trend_c0_v0_3,C0,11,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:1e03218efc1a65fecee74db5f5298e7c960aeb02822b7fe7c1792ce7c9b55810,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_calm_trend_c0_v0_3,C0,7,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:1e4b780e1be0b1ff2590e79945b4db2336c9b469c08a1c74c208f1bdf642baf3,glm,glm-5,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,11,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:1f40d206c83f9804ceba2e3d0198e07880d440f5af5db25c8639bcf82bceef5e,glm,glm-5.2,api-pinned-2026-07-06,synthetic_high_volatility_c0_v0_3,C0,17,2,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:1fae9582e237d7127d0dd2e8389a745f2d15fac8005a3208eb648b2819a7f4e1,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,17,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:2047b24ea61d816db28b62e1f71e0c1a0732b720a25b21e876b83b9b5fda581b,glm,glm-5.2,api-pinned-2026-07-06,synthetic_jump_tail_c0_v0_3,C0,43,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:205724c2ee90c5f55f6d2c68a329b1428fa0492990b4b0f4137442113b2e4124,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,11,1,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:215417a0cf2bee5bb5cffdf573bb1e05fca0329572c08c2ce34f7ba5b1130aab,glm,glm-5.2,api-pinned-2026-07-06,synthetic_calm_trend_c0_v0_3,C0,47,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:21ce6ec25981c0fd55df0ce0d3ba7820d497d2bce8adb51e45ac9a6edbc89257,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_jump_tail_c0_v0_3,C0,37,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:225d86c2f95380cb79fe3e7c636822e2a6e7e0243f0b86c97f663c25b3296d4f,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,7,0,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:231e7f7323b8b8d24c1bfa1a3f4859cf8d34ec6318448e2cbe2d3f4990935e15,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,53,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:23b98e0b204384a6abcae964596f1ded50456c5aa095ef41a6e260fd9d331e3e,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,31,0,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:23d04d4dea698d2900db132bc810a3160f5490d41de6f5d8608d485d83388bf2,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,31,0,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:249084048a63facfd7c6fcfa13ba7850205101bc9308bd724205c86e022443eb,glm,glm-5.2,api-pinned-2026-07-06,synthetic_high_volatility_c0_v0_3,C0,41,1,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:25de67f83aa88406cb7f842efd46d85103457f0ca593ef3207c3353375ac6a25,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,41,0,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:263ccbe8326d4d8e4a618b9f9f1ebbdee62f674cff3461512985a7caefa86cd6,glm,glm-5.2,api-pinned-2026-07-06,synthetic_jump_tail_c0_v0_3,C0,41,0,True,False,True,1,False,False
trellm-v0.3-protocol,sha256:26a25a41d99f98c6d70526c3ff920c8777d02cd833fbb50681bf7b7c660f624f,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_calm_trend_c0_v0_3,C0,17,0,True,False,True,1,False,False
trellm-v0.3-protocol,sha256:26ede7b8fb608a28b625f88f9c43c5999438729a4cb1a9e6853bec130ca145a5,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,7,0,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:26f8ea6688c262f6ad7665870860656fe3a6469a3eea0afe308183484da95058,glm,glm-5.2,api-pinned-2026-07-06,synthetic_calm_trend_c0_v0_3,C0,43,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:286bf7d32082e2f83ebb050df0ded034e048358642cb1fdfe515156afd6c48ef,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,11,2,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:2898a309e37dd25df94b9b02c3efddcd480675d2395474ea89fa936b4cbd0ec1,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,31,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:29238f724703f6f884826232b4a2956a51c24814be7c366f9ade81ea934cf19d,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,41,1,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:29469e12c88de07eb7e17dddc76e74e420b22d5cf05fa3526e791bf93d36e75b,glm,glm-5,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,47,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:2a5de8765e19fff0be1299bcd8129600ca35173320bd27dd6fbecc2ee85c9c36,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,7,1,True,True,True,2,False,False
trellm-v0.3-protocol,sha256:2a796edea04b5307c8e80f42f399b94acfc0719a47bed846448e38c962125aeb,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,53,1,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:2a83e8ffffbf83be8861a140b4cdea5cfb5c0c114d4366a56a5fa0caf80e795e,glm,glm-5.2,api-pinned-2026-07-06,synthetic_jump_tail_c0_v0_3,C0,31,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:2cfdb910e2da8ee09ecfe751e4283921e7bcc951c6f9b9467673cd06ae21c4c1,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,43,1,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:2d5ab505e4c6899a23526ca7d38ff312e5c1cb8d564ecb81b0607f00ed70ee77,glm,glm-5,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,31,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:2d79e49e496e327107b51dbf6110a0bf608a9b3585c797d0c2f3a6295cfb5f62,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,47,2,True,True,True,4,False,False
trellm-v0.3-protocol,sha256:2d94c8fd551ea6e7ef2bb41275337444e7b7d13e8301ed2215cd333f1397dd5a,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,37,1,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:2e8e50039c49002c232b2ca2166349281fcba8b0c7e818549b5104c0249f06cd,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_high_volatility_c0_v0_3,C0,43,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:2f2c847fd4ef9800c472f9e31a4be27b7ff31bf71e991966f6022ac7807dc55a,glm,glm-5,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,47,1,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:2f76f4f34741f5093d2c214b5961bd962b832ca312c809a43fa14b80684555f0,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,7,2,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:3020cb2e71af667612fc1d47a3cfd35f603400de82622c76913e6aac8593bd72,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,11,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:3170a49c6e4b83195bb88e0ff0a107a79284f83e832b59e2f7411b38a6107af8,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_jump_tail_c0_v0_3,C0,53,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:323507b0eeb656d08403020f7a693c6490137aaf8ec3b60f98a8760c4565cdd7,glm,glm-5.2,api-pinned-2026-07-06,synthetic_high_volatility_c0_v0_3,C0,43,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:32fa4f8b012c62bf3117152f1634775eb38478ceac58eb04116af5284761454d,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_calm_trend_c0_v0_3,C0,53,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:330721d471ccd849a36fffc54c186f625cc30a673954493bc8d79338ba16c9b4,glm,glm-5.2,api-pinned-2026-07-06,synthetic_calm_trend_c0_v0_3,C0,7,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:33309714196545cd0cedd6f5d3131a528abde664c319ce4eab4403b1bd102b80,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,37,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:33bd873cbb4443257eacfd14c05cfc5918026e1ce0b022f6d3b3a225e08a4e45,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,53,2,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:3506057b576c1422cb712be798dfcb1cd58c09b79e7489ddbd28996875414691,glm,glm-5,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,23,2,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:35477038dbf814136d7e9ce303cb413594a54437d2e61049a7c600b0870ce2f8,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,31,2,True,True,True,2,False,False
trellm-v0.3-protocol,sha256:35753c4dba7102460b293be4075227c9a3f817121e4e77c7041c194c18db4a8c,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,41,0,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:3675d02387e76deeb021f65b2928367661e45df8477b54d43fe59fcca501ed96,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,23,2,True,True,True,3,False,False
trellm-v0.3-protocol,sha256:37de57da313c27ddb919eb04eb5273655d62951f5009e527acb0bcd756baac61,glm,glm-5,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,23,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:37f275b9eca8f2a38a1eebd76bdb0a3b67e53fbbd0018bc9920b702bc1af1664,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_high_volatility_c0_v0_3,C0,47,0,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:3927af72a1952abcd957d02078e8ae08b74cbbe01d8fed71033ef71ea58aa597,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,53,2,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:3a0e1ef31157de56a99b6355805d70cf75c50bdb74b0582f2caa9d0569fdcad2,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,47,0,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:3a88aed8bb00ff1b44fd6d37273162886417e4ca2a4225f87ee20633ec558d09,glm,glm-5,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,47,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:3b023fd30554027a2d6cd8e0ca260882ea3012aa3a419ef1e5fd391f0b8ed38d,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,41,0,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:3c52b9e7cda9a819057c9c6fdedb76fb6b04fd290627bfe79e05b8c2e2c39fca,glm,glm-5.2,api-pinned-2026-07-06,synthetic_jump_tail_c0_v0_3,C0,23,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:3d0b0c153da40496dbda51e6f5ded730744b1617540abdfae5b923bb982ff104,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_calm_trend_c0_v0_3,C0,31,1,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:3ddd218ecfd8299140911a24b7459bdaeb32ac4b95dd86fabeabef6259942a4b,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,53,2,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:3ee0ad9d43a33ba350f05bf5a7a5a4a8df80221ed2ed467dfcb206b13262d5dc,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,53,0,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:3fd837b587e8f31adf414ae33221d735be7f07231fdf0749d6791313036ab008,glm,glm-5,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,31,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:41956686bb8253c5efb3efdd07709c25d8e691c35c3ec4891211ee078b229f15,glm,glm-5.2,api-pinned-2026-07-06,synthetic_calm_trend_c0_v0_3,C0,47,1,True,False,False,0,False,False
