protocol_id,base_key_sha256,source_plan_id,provider,model_id,model_version_or_release,scenario_id,contamination_tier,seed,sample_index,intent_origin_execution,periods,response_count,call_log_sha256,prompt_calls_sha256,response_calls_sha256,normalized_parsed_response_path_sha256,parse_coverage,source_status
trellm-v0.3-protocol,sha256:ddc2fc470652532b59c614b560795864a3a656fb13671907d8e6de3443bfc5ea,deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_7__sample_0,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,7,0,E0,24,24,sha256:53ccfaa2c856ac3585fc9db60a06334d32915552ef15912f18fc2ae6938b2268,sha256:07eb0d8f8c3ed4b44200cc1c737fe0ad87336c0508fe3a09b24c7ae2efef17af,sha256:a07c84b80a6460dd9011ab4d93b48f57f4b88d73ab7d3c13a05bc62091155111,sha256:d3060803cfd13449cde18bdc7874492e3ecb0b3b264b9dcc0e42f9efa5aa46cb,1.0,ok
trellm-v0.3-protocol,sha256:6646c151c6ff4b98b774d3df3d8391ac3e95d19cc7b7116175bd1e1b494fe99f,deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_7__sample_1,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,7,1,E0,24,24,sha256:21dfd9160653111c5537c1457a959948b841a34b1d8f540a7d0106daf9c09469,sha256:2ed2d09caf5e844952e8863f7efb19e3de3dc7c9eb8cedd15d8b4d99fcdf5d62,sha256:256219d736b20377516fa57810d55947bed337fe3d46395666a7a67edd689168,sha256:b46ff2ff56ce156460f34cf594dfbf82a342cc590668b0137d3fb5bc197e82cc,1.0,ok
trellm-v0.3-protocol,sha256:74bc52e4125552c4c200825308e164049fa931de0f97f19e301134adefb8fec0,deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e0__seed_7__sample_2,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,7,2,E0,24,24,sha256:4a294fbfb2f918f704bd52bc207311e1959d92a32c0f3a7de5e78d37a07978c7,sha256:7aa0fa323d909c9689c43d4a04995d3454fd09c835a903029adf403eb0d60d91,sha256:77a0483baad6d874739390e3c33224233fa5eb42722852ae02ad8d091dcae225,sha256:9108846e5514238b3d9873eee93ece16b76e8014f0326a506ba108e548fbc21c,1.0,ok
trellm-v0.3-protocol,sha256:03a17263add161977d6938ee9cdb3d31956e76a9b4ff69aa1ce4767fbc55bb15,deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e1__seed_11__sample_0,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,11,0,E1,24,24,sha256:dc7a45ec805239767da78484ccea707de73dde895f5718591941a402c3c82fa3,sha256:e1c84f9cf046c8f0cf5abe5858f3af1fd6645f079ea6d7cea4595bda48b1340d,sha256:86fca784dea4cdd0fc1b38e1fa33d52ce3c3604ddb62ff33d9267e81444adfab,sha256:0775f837ff49eba52e164e1a500a835cbc59b65a70c76143c3b4a14bb4f9cfe7,1.0,ok
trellm-v0.3-protocol,sha256:da7306756c4ca3520aea5cacaf62124a8496d86781ba2099fd0bd99232e2debd,deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e1__seed_11__sample_1,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,11,1,E1,24,24,sha256:453b97687f9d8c9080df6a61e6424618eb88d21c80d67265d2820a6e4382910a,sha256:8f1c5a8f631fc0460d3f297038ad8f3e2def0b37d3aadaf27135c2b7dae7de7c,sha256:d0d895c3d382a81f9032eecfcc72bccb6e936de594683a26800ede4d4addf84c,sha256:242dcbf1777a6c2577e4fb83f17b44f5567041cffe0fcf3a88d0a643179c2780,1.0,ok
trellm-v0.3-protocol,sha256:9a89bdcadf4f8793c424b304f47a8c287da448bd650106e1442898db339441e0,deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e1__seed_11__sample_2,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,11,2,E1,24,24,sha256:4416886d1b6dc38d0f38e9e2b7d59df9ceb11c31cdd75ca9536b7041002ccdc5,sha256:45d279a2ff321ea1c47a520f126a241bd981b0479dbc1fd28f831f64cdf7b8eb,sha256:336556ad4130a5889755b9ea6c2c68f13688bf4d2157fe427b0810dfe609e7b6,sha256:9ae57df327db1b5bf3fa3a20caaa9907a039b6bf444a0fc9edc93bb5f31c1207,1.0,ok
trellm-v0.3-protocol,sha256:cbc98f1d5774dc388d081e24344b1b67082e7ea1a9214dbb23c84c946c039218,deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e1__seed_17__sample_0,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,17,0,E1,24,24,sha256:ff0147a4a1bac4f51133e994262abe12512ea6aad1abdcd20abd30b097c31b05,sha256:43e9d54e86ef9cd36823ee7efb582043d549ab90cac9049336d6591f0f457d26,sha256:351bc018aa67b89603d28a0dab2d599afe630ec45ecf9b31d3f90ed859544a84,sha256:339f24869a2e0d3d5d0bcd5f6047bd1b2c7db18cc0f8c322eca883fdca7c00db,1.0,ok
trellm-v0.3-protocol,sha256:bdfa4d4b5e3d82a99d08651651a47e63303cbdaf7d5e679b0c2f9c511c529dc1,deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e1__seed_17__sample_1,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,17,1,E1,24,24,sha256:a576983292fe06052c52a592589e2006a30ede6f78ff57a06adf85343f10be23,sha256:61c1fceee3dba93e28a45e3fda650a2be67e87eaab93f6e211e04e1cdd3da19d,sha256:5846c5ee5127e43a950b04c71e6c73c6d3ced098a379ddae01ca9e3a5da7ddad,sha256:ed5f9ab5e035e25a2181e58b73cc739e4c903ca6cc08429ef7a0d9f6638dd339,1.0,ok
trellm-v0.3-protocol,sha256:1fae9582e237d7127d0dd2e8389a745f2d15fac8005a3208eb648b2819a7f4e1,deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e1__seed_17__sample_2,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,17,2,E1,24,24,sha256:2f3c8335cef7a165a7114eab54fef54e4c784017590338c7d4f9233ea130a85f,sha256:8517103e7c41ece9faea0f7615439ec9f912f13a73398b29a66ac08adf09228e,sha256:60b7a89539577e642cc76f0d9b2c5611959f45a155ee9a79148b0ab4b77a800e,sha256:0020eb5e90df8d6d03295202bdecbd1fed9ae7aa54277dfd127f72bf022abe3b,1.0,ok
trellm-v0.3-protocol,sha256:fde88cef241fd8542219cfff343abadac26e8cb0897c3c8c907bc02454d5ddf2,deepseek__deepseek_v4_flash__synthetic_calm_trend_c0_v0_3__c0__e1__seed_23__sample_0,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,23,0,E1,24,24,sha256:d35130068b20ce9638f6be64f0643a82f0d16b6c027436531a3e1b0bf0d6f0f4,sha256:d41b121a2a4b519fd29646ec0ea1f7e065c6f0c13a60171815158902abe574a0,sha256:441496f6341ec30822fbb7ff3e85b918e42c800523973ba1fdd2d659b8d4dc5e,sha256:e422ddca9f2532c50ad9f6f3faa346d34bd694904b60564bab9cb549d7ec8225,1.0,ok
